"sub","number","name","url","desc","min_credits","max_credits","id"
"PHY","299T","Special Topics in Physics","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/200/PHY-299T","May be offered any term.  Prereq.:  permission. Study of selected areas of physics not available in the regular curriculum.",4,4,"PHY299T"
"PHY","301","Theoretical Mechanics","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/300/PHY-301","A survey of classical and modern topics in dynamics. Topics include orbital mechanics, non-inertial reference frames, rigid-body motion, Lagrangian and Hamiltonian methods, and elements of nonlinear mechanics and chaos.  Prerequisite: PHY-272, MAT-352",4,4,"PHY301"
"PHY","313","Thermal Physics","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/300/PHY-313","Physical basis and applications of thermodynamics and statistical mechanics including temperature, heat heat engines, entropy, and free energy. The course also includes an introduction to Maxwell-Boltzmann, Bose-Einstein, and Fermi-Direct statistics and their appication to the solution of thermal, mechanical, and electrical problems in fluids and solids. Students may enroll for the first three-fifths of the course and earn 2 units of credit or for the full course and earn 3 units of credit. Prerequisite: PHY-272",4,4,"PHY313"
"PHY","330","Electricity & Magnetism","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/300/PHY-330","An intermediate level survey of classical electro-magnetic theory including electrostatic and magnetostatic fields and potentials, Gauss' law, Laplace's equation, dielectrics, vector potentials, magnetization and Maxwell's equations. Prerequisites: PHY-272 and MAT-352",4,4,"PHY330"
"PHY","399T","Special Topics in Physics","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/300/PHY-399T","Study of selected areas of physics not available in the regular curriculum. Prerequisites: Instructor permission",4,4,"PHY399T"
"PHY","400","Quantum Physics","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/400/PHY-400","Approximately three-fifths of the course covers an introduction to modern quantum physics including the development of matrix methods, the Schroedinger equation, and elementary applications. The last part of the course examines applications of quantum mechanics to atomic, molecular, and solid state systems. Students may enroll for the first three-fifths of the course and earn 2 units of credit, or for the full course and earn 3 units of credit. Prerequisites: PHY-272 and MAT-275",4,4,"PHY400"
"PHY","450","Experimental Physics","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/400/PHY-450","A study of experimental techniques and apparatus used in the contemporary physics laboratory. Topics include data acquisition and analysis, optical and laser techniques, and measurement methods. Experiments may include laser optics, muon physics, nuclear spectroscopy, and fourier methods. This course has one lecture and one laboratory per week.  Prerequisites: PHY-272 and PHY-272L",4,4,"PHY450"
"PHY","494","Independent Study","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/400/PHY-494","May be repeated up to a maximum of 4 credits and is subject to arrangement with the Mathematical and Physical Science Department. See independent study guidelines. Prerequisites: Instructor permission",4,4,"PHY494"
"PHY","496","Independent Research in Astronomy","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/400/PHY-496","An independent research course in which students work individually or in small groups on astronomical projects. Extensive use is made of available astronomical equipment for observation and/or analysis. This course may be repeated and satisfies the independent study requirement for departmental majors. See independent study guidelines. Prerequisites: Instructor permission and PHY-199, PHY-231, or PHY-271.",4,4,"PHY496"
"PHY","497","Internship","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/400/PHY-497","Individually arranged programs of work and study with the department, academic institutions, private industries, or government agencies. See internship guidelines. Prerequisites: Instructor permission",4,4,"PHY497"
"PHY","499T","Special Topics in Physics","http://collegeofidaho.smartcatalogiq.com/en/current/Undergraduate-Catalog/Courses/PHY-Physics/400/PHY-499T","May be offered any term.  Prereq.:  permission. Study of selected areas of physics not available in the regular curriculum.",4,4,"PHY499T"
